id,brand,category,rating,number_of_reviews,love,price,value_price,exclusive
1167139,Kate Somerville,Face Serums,4.5,524,22100,42,42,0
1167147,Kate Somerville,Blemish & Acne Treatments,4.5,2000,78800,26,26,0
1167170,Kate Somerville,Moisturizers,4,77,4400,150,150,0
1167196,Kate Somerville,Moisturizers,4,692,16100,65,65,0
1167204,Kate Somerville,Eye Creams & Treatments,4,68,3500,125,125,0
1169176,L'Occitane,Body Lotions & Body Oils,4.5,386,15700,44,44,0
1169770,Fresh,Body Wash & Shower Gel,4.5,72,1700,15,15,0
1170315,TOCCA,Perfume,4.5,416,10900,76,76,0
1170679,philosophy,Body Wash & Shower Gel,4.5,184,4600,27,27,0
1170687,philosophy,Body Lotions & Body Oils,4.5,262,5000,40,40,0
1172246,Murad,Face Serums,4,244,7900,90,90,0
1174911,Gucci,Perfume,4.5,513,8300,80,80,1
1176163,Jack Black,Moisturizer & Treatments,4.5,58,4800,62,62,0
1176171,Jack Black,Eye Cream,4,24,1900,40,40,0
1176189,Jack Black,Shaving,5,44,936,40,48,1
1178219,Dior,Eyebrow,4.5,1000,34400,29,29,0
1180116,tarte,Eyebrow,4.5,856,19000,21,21,0
1187871,Shaveworks,Aftershave,4.5,700,18500,26,26,0
1190529,Fresh,Lip Balm & Treatment,4.5,9000,300600,24,24,0
1192921,CLINIQUE,Face Masks,4.5,275,16600,25,25,0
1197458,Lancôme,Mascara,4,2000,35700,27.5,27.5,0
1197920,Guerlain,Highlighter,4.5,108,5900,52,52,0
1200476,CLEAN RESERVE,Rollerballs & Travel Size,4.5,127,3400,24,24,0
1200716,Yves Saint Laurent,Cologne,5,286,7000,95,95,0
1200773,Paco Rabanne,Cologne,4.5,385,10000,92,92,0
1200799,Paco Rabanne,Body Sprays & Deodorant,4,11,1000,29,29,0
1201474,Shiseido,Eyelash Curlers,4.5,1000,66400,22,22,0
1201557,Living Proof,Shampoo,4,798,16900,28,28,0
1201565,Living Proof,Conditioner,4,571,15100,28,28,0
1201599,Living Proof,Hair,0,0,1400,12,12,0
1201680,Yves Saint Laurent,Perfume,4.5,666,10200,39,39,0
1201839,Living Proof,Leave-In Conditioner,4,307,10700,26,26,0
1202241,NARS,Foundation,4,4000,182100,47,47,0
1202464,CLINIQUE,Eye Cream,4.5,31,3600,33,33,0
1202621,Marc Jacobs Fragrances,Rollerballs & Travel Size,4.5,35,0,30,30,1
1207174,Murad,Moisturizers,4,417,16600,65,65,0
1209907,DOLCE&GABBANA,Perfume,4.5,850,18400,82,82,0
1212281,CLINIQUE,Moisturizers,4,402,12200,50,50,0
1215797,Kenzo,Perfume,4.5,329,4600,87,87,0
1217710,First Aid Beauty,Face Wash & Cleansers,4.5,3000,90500,21,21,0
1219153,Josie Maran,Skincare,4.5,182,18300,17,17,1
1221084,stila,Eyeliner,4.5,10000,314500,22,22,0
1222371,Jack Black,Shaving,5,467,7200,35,35,0
1223544,Laura Mercier,Setting Spray & Powder,4,532,9900,39,39,0
1224724,Murad,Face Wash & Cleansers,4.5,853,27500,39,39,0
1224781,Peter Thomas Roth,Face Serums,4.5,530,20900,65,65,0
1226885,Acqua Di Parma,Perfume,4.5,34,1900,142,142,0
1228428,Fresh,Rollerballs & Travel Size,4.5,25,0,25,25,1
1229095,bareMinerals,Setting Spray & Powder,4.5,957,19600,25,25,0
1229384,Benefit Cosmetics,Eye Primer,4,2000,29000,26,26,0
1229699,Living Proof,Hair Styling Products,4,2000,17700,29,29,0
1230432,Guerlain,Eyeliner,4,143,,44,44,0
1231869,HERMÈS,Cologne,5,16,2000,138,138,0
1232792,HERMÈS,Perfume,4.5,14,1700,131,131,0
1233121,Viktor&Rolf,no category,4.5,4000,13600,55,55,0
1233162,Viktor&Rolf,Lotions & Oils,0,0,0,53,,0
1233691,SEPHORA COLLECTION,Facial Cleansing Brushes,4.5,2000,40300,7,7,1
1234897,CLINIQUE,Eye Creams & Treatments,4,874,18100,33,33,0
1236637,ghd,Hair Straighteners & Flat Irons,4.5,661,15100,149,149,0
1236827,Fresh,Perfume,4,154,3900,50,50,0
1236843,NARS,Eye Primer,4.5,2000,85400,26,26,0
1236850,Fresh,Perfume,4.5,343,13100,50,50,0
1236892,Gucci,Perfume,4.5,155,10700,97,97,1
1236926,Fresh,Perfume,4,246,6800,50,50,0
1236942,Fresh,Perfume,4.5,353,16100,50,50,0
1237213,CLINIQUE,Foundation,4,1000,30900,29.5,29.5,0
1237379,CHANEL,Perfume,5,447,68800,85,85,0
1237452,Givenchy,Perfume,4.5,341,8900,92,92,0
1237478,TOCCA,Perfume,4.5,159,5600,76,76,0
1239599,tarte,Bronzer,4.5,982,61200,30,30,0
1239813,Chloé,Perfume,4.5,1000,89000,132,132,0
1239847,Chloé,Lotions & Oils,5,15,3800,53,53,0
1240092,The Art of Shaving,Shaving,4.5,31,584,25,25,0
1240100,The Art of Shaving,Shaving,4.5,55,1000,25,25,0
1240118,The Art of Shaving,Aftershave,4.5,12,422,40,40,0
1240399,Jack Black,Body Products,5,22,1400,24,24,0
1240449,Jack Black,Sunscreen,4.5,75,5900,21,21,0
1240944,Smashbox,Eyebrow,4.5,760,12300,28,28,0
1244862,First Aid Beauty,Moisturizers,4,530,13600,22,22,0
1246537,Shiseido,Face Wash & Cleansers,4.5,391,17600,40,40,0
1247204,MAKE UP FOR EVER,Concealer,4.5,4000,107800,34,34,1
1247683,stila,Eyeliner,4,1000,68500,22,22,0
1248988,Viktor&Rolf,Body Lotions & Body Oils,4.5,30,2100,93,93,0
1248988,Viktor&Rolf,Lotions & Oils,4.5,24,4400,93,93,0
1253913,Klorane,Hair,3,12,3400,10,10,0
1254606,Lancôme,Mascara,4,558,10900,27.5,27.5,0
1255447,Viktor&Rolf,Rollerballs & Travel Size,4.5,1000,45000,35,35,1
1257419,Caudalie,Scrub & Exfoliants,4.5,172,9100,38,38,0
1258284,SEPHORA COLLECTION,Makeup Removers,4.5,3000,69800,11,11,1
1258425,SEPHORA COLLECTION,Body Lotions & Body Oils,4.5,845,13400,17,17,1
1258433,SEPHORA COLLECTION,Scrub & Exfoliants,4.5,163,3100,17,17,1
1258474,SEPHORA COLLECTION,Makeup Removers,4.5,328,21400,4,4,1
1259068,Benefit Cosmetics,Face Primer,4,7000,302200,32,32,0
1260397,First Aid Beauty,Moisturizers,4,485,13800,40,40,0
1261114,tarte,Setting Spray & Powder,4,1000,39300,33,33,0
1262575,DUO,False Eyelashes,4.5,930,41900,9,9,0
1265800,Hourglass,Mascara,4,441,6000,28,28,0
1267418,Rosebud Perfume Co.,Lip Balms & Treatments,4.5,2000,49200,7,7,0
1269992,Bumble and bumble,Shampoo,4,213,6500,25,25,0
1270040,Bumble and bumble,Shampoo,4,259,9000,27,27,0
1270065,Bumble and bumble,Shampoo,4,304,11400,27,27,0
1270073,Bumble and bumble,Shampoo,4.5,368,21900,27,27,0
1270099,Bumble and bumble,Shampoo,4,60,2700,31,31,0
1270107,Bumble and bumble,Shampoo,4,41,2100,31,31,0
1270172,Bumble and bumble,Conditioner,4,215,7800,29,29,0
1270198,Bumble and bumble,Conditioner,4,326,14600,29,29,0
1270214,Bumble and bumble,Conditioner,4,52,2800,34,34,0
1270230,Bumble and bumble,Conditioner,3.5,117,3300,27,27,0
1270255,Bumble and bumble,Conditioner,4,50,2300,34,34,0
1270289,Bumble and bumble,Hair Primers,4,282,13700,26,26,0
1270305,Bumble and bumble,Hair Primers,4.5,493,13100,26,26,0
1270370,Bumble and bumble,Dry Shampoo,3,235,2900,36,36,0
1270388,Bumble and bumble,Dry Shampoo,3,473,6900,36,36,0
1270560,Bumble and bumble,Hair,3.5,35,6500,11,11,0
1270578,Bumble and bumble,Hair Styling Products,4,852,26100,30,30,0
1270594,Bumble and bumble,Hair Styling Products,4,228,5900,27,27,0
1270602,Bumble and bumble,Hair Styling Products,4.5,42,2000,27,27,0
1270636,Bumble and bumble,Hair Styling Products,4,221,5500,31,31,0
1270644,Bumble and bumble,Hair Styling Products,4.5,291,8400,25,25,0
1270677,Bumble and bumble,Hair Styling Products,4.5,199,7500,29,29,0
1270776,Bumble and bumble,Hair Styling Products,3.5,2000,46800,27,27,0
1271485,Laura Mercier,Lotions & Oils,4,25,4400,70,70,0
1271519,Laura Mercier,Bath & Shower,4.5,16,8700,55,55,0
1271782,CLINIQUE,Face Serums,4,653,11400,51.5,51.5,0
1271998,tarte,Makeup,4,1000,47700,18,18,0
1280551,Fresh,Eye Creams & Treatments,4.5,117,8900,128,128,0
1283563,GLO Science,Teeth Whitening,5,12,15900,85,85,1
1284025,Chloé,Rollerballs & Travel Size,4.5,44,0,34,34,1
1284249,Armani Beauty,Perfume,4.5,921,30300,78,78,0
1284413,Peter Thomas Roth,Face Serums,3.5,406,4700,48,48,0
1284462,Acqua Di Parma,Cologne,5,13,719,120,120,0
1284629,Kate Somerville,Exfoliators,4.5,2000,57800,24,24,0
1284629,Kate Somerville,Skincare,4.5,289,39100,24,24,0
1284710,CHANEL,Cologne,5,81,13200,77,77,0
1284736,CHANEL,Bath & Shower,4,6,729,60,60,0
1285923,CHANEL,Lotions & Oils,4.5,22,7900,55,55,0
1285931,CHANEL,Bath & Shower,4,8,5700,55,55,0
1287408,Bobbi Brown,Eyeliner,4.5,2000,103200,27,27,0
1287481,Bobbi Brown,Foundation,4.5,230,19800,42,42,0
1287580,Bobbi Brown,Lipstick,4.5,503,44900,29,29,0
1287952,Bobbi Brown,Moisturizers,4,212,12100,60,60,0
1287960,Bobbi Brown,Eye Creams & Treatments,4,389,18800,56,56,0
1287986,Bobbi Brown,Bronzer,4.5,555,44400,44,44,0
1288448,Bobbi Brown,Foundation,4,1000,43200,50,50,0
1289503,Bobbi Brown,Highlighter,4.5,639,59000,48,48,0
1289594,Bobbi Brown,Perfume,4,414,11200,79,79,0
1289693,Bobbi Brown,Eyeshadow,4.5,361,21500,31,31,0
1289719,Bobbi Brown,Eye Brushes,4,25,3200,36,36,0
1289727,Bobbi Brown,Makeup Removers,4.5,148,7300,32,32,0
1291145,Bobbi Brown,Blush,4.5,391,37500,33,33,0
1291269,Bobbi Brown,Face Brushes,4.5,108,9000,60,60,0
1291350,Bobbi Brown,Eye Brushes,4.5,22,3300,40,40,0
1291558,philosophy,Rollerballs & Travel Size,2.5,7,0,21,21,1
1291566,philosophy,Rollerballs & Travel Size,3.5,7,0,21,21,0
1291988,Bobbi Brown,Eye Creams & Treatments,4.5,144,10900,79,79,0
1292101,Living Proof,Shampoo,4,692,19600,28,28,0
1292119,Living Proof,Conditioner,4,326,12600,28,28,0
1292226,Bobbi Brown,Toners,,43,3200,36,36,0
1292564,Gucci,Perfume,,832,36800,80,80,0
1292788,Bobbi Brown,Face Wash & Cleansers,,46,1800,38,38,0
1292796,Bobbi Brown,Face Serums,4,52,3600,77,77,0
1292820,Bobbi Brown,Moisturizers,4.5,1000,110700,60,60,0
1293075,TOCCA,Perfume,4.5,194,7200,76,76,0
1293463,Yves Saint Laurent,Lipstick,4.5,810,97300,38,38,0
1293844,CLINIQUE,Value & Gift Sets,4,230,8600,48,48,0
1293901,BVLGARI,Cologne,4.5,43,1000,95,95,0
1295690,CLINIQUE,Toners,4.5,190,6000,17,17,0
1295708,CLINIQUE,Toners,4.5,1000,31500,17,17,0
1295716,CLINIQUE,Toners,4.5,868,20100,17,17,0
1295724,CLINIQUE,Toners,4.5,219,4400,17,17,0
1295765,CLINIQUE,Setting Spray & Powder,3.5,214,5600,34.5,34.5,0
1296292,SEPHORA COLLECTION,Eyeliner,4.5,3000,64099,12,12,1
1297076,Guerlain,Perfume,4.5,53,3900,110,110,0
1297183,Fresh,Lip Balm & Treatment,4.5,1000,63000,24,24,0
1302629,SEPHORA COLLECTION,Self Tanners,4.5,969,23000,19,19,1
1307388,Laura Mercier,Concealer,4,1000,45500,36,36,0
1307479,Laura Mercier,Setting Spray & Powder,3.5,461,13700,39,39,0
1307859,CLINIQUE,Lip Balm & Treatment,,2000,77700,18.5,18.5,0
1309608,First Aid Beauty,Facial Peels,,2000,89900,34,34,0
1310168,Fresh,Perfume,,263,10400,50,50,0
1310200,Fresh,Rollerballs & Travel Size,3.5,16,0,25,25,0
1310564,bareMinerals,Face Primer,3.5,252,6100,26,26,0
1310572,bareMinerals,Eye Primer,,451,15200,19,19,0
1310606,ghd,Hair Straighteners & Flat Irons,,112,5800,199,199,0
1315902,Smashbox,Mascara,4,1000,16300,24,24,0
1317635,Marc Jacobs Fragrances,Perfume,4.5,923,44300,118,118,0
1317650,Bobbi Brown,Concealer,4.5,1000,62500,29,29,0
1317775,Bobbi Brown,Concealer,3.5,544,29700,39,39,0
1317981,L'Occitane,Bath & Body,4,60,7600,9.5,9.5,0
1318658,CLINIQUE,Face Serums,4,404,8700,49,49,0
1318666,CLINIQUE,Concealer,4.5,274,10200,,22,0
1319086,Bumble and bumble,Hair Spray,4,,7100,32,32,0
1319094,Bumble and bumble,Hair Spray,4,271,8300,32,32,0
1319193,Hourglass,Makeup,4.5,6000,39800,20,20,0
1319383,Clarins,Cellulite & Stretch Marks,4,7,3100,66,66,1
1319805,Marc Jacobs Fragrances,Body Lotions & Body Oils,4.5,14,2100,45,45,0
1323153,Laura Mercier,Eyeshadow,4.5,358,24300,25,25,0
1323203,Laura Mercier,Eyeliner,4.5,401,19400,25,25,0
1324193,Peter Thomas Roth,Eye Creams & Treatments,3.5,407,,38,38,0
1324631,Josie Maran,Face Oils,4,1000,25900,34,34,1
1325216,Dr. Dennis Gross Skincare,For Face,4,556,12300,38,38,0
1327915,Dr. Jart+,BB & CC Cream,4,2000,58800,39,39,0
1328038,AMOREPACIFIC,Eye Creams & Treatments,4,268,9700,85,85,0
1328046,AMOREPACIFIC,Moisturizers,4,186,5600,150,150,0
1328053,AMOREPACIFIC,Face Serums,4.5,98,5000,100,100,0
1328814,Algenist,Face Serums,4,299,5400,98,98,0
1328822,Algenist,Moisturizers,4.5,215,5500,94,94,0
1328855,Algenist,Eye Creams & Treatments,4,873,27500,68,68,0
1328913,tarte,Mascara,4.5,1000,40000,23,23,0
1330034,TOCCA,Rollerballs & Travel Size,5,4,0,27,27,0
1334846,Prada,Cologne,5,28,951,98,98,0
1334960,HERMÈS,Perfume,4.5,85,6300,139,139,0
1336635,Bumble and bumble,Hair Styling Products,4,623,10000,31,31,0
1340694,Clarisonic Skincare,Facial Cleansing Brushes,4.5,1000,67900,27,27,0
1340694,Clarisonic Skincare,Facial Cleansing Brushes,4.5,4,0,27,27,0
1341098,Hourglass,Concealer,4,737,28000,34,34,0
1343391,First Aid Beauty,Eye Creams & Treatments,4,298,22700,32,32,0
1343938,Benefit Cosmetics,Mascara,4,15000,287300,25,25,0
1345206,tarte,Concealer,4,1000,69100,25,25,0
1347475,Jack Black,Lip Balms & Treatments,4.5,3000,82300,8,8,0
1349968,Smashbox,Face Primer,4.5,7000,211800,36,36,0
1350016,Smashbox,Face Primer,4,2000,5800,39,39,0
1350024,Smashbox,Face Primer,4,2000,56300,39,39,0
1350958,Jack Black,Skincare,5,8,1000,11.5,11.5,0
1350966,Jack Black,no category,0,0,94,13,13,0
1352194,Dr. Dennis Gross Skincare,Skincare,4.5,306,29700,17,17,0
1352533,Bobbi Brown,Lip Gloss,4,240,21000,29,29,0
1354919,Marc Jacobs Fragrances,Rollerballs & Travel Size,4.5,23,0,30,30,1
1357250,Benefit Cosmetics,Highlighter,4.5,2000,89500,30,30,0
1357664,Lancôme,Mascara,3.5,789,11500,27.5,27.5,0
1357821,Algenist,Face Wash & Cleansers,4.5,240,4800,28,28,0
1357847,Algenist,Moisturizers,4.5,234,8900,94,94,0
1358274,Koh Gen Do,Setting Spray & Powder,4.5,36,3600,58,58,0
1358282,Koh Gen Do,Setting Spray & Powder,4.5,58,4800,58,58,0
1359298,Versace,Cologne,5,288,8300,115,158,0
1359306,Versace,Cologne,5,296,7200,115,152,0
1359314,Ralph Lauren,Body Sprays & Deodorant,5,3,669,23,23,0
1359322,Ralph Lauren,Body Sprays & Deodorant,5,7,696,23,23,0
1359850,Armani Beauty,Face Primer,4,32,3700,42,42,0
1361096,Koh Gen Do,Face Wipes,4.5,274,22300,59,59,0
1361948,Prada,Perfume,4,1000,45200,126,126,0
1364769,CLINIQUE,Rollerballs & Travel Size,4.5,37,5700,21,21,1
1368919,Gucci,Perfume,4.5,165,6500,75,75,0
1370758,Gucci,Cologne,4.5,48,1500,109,109,0
1370766,SEPHORA COLLECTION,Eyeliner,4,1000,20700,12,12,1
1371533,Jack Black,Moisturizer & Treatments,4.5,9,1700,38,38,0
1372168,SEPHORA COLLECTION,Foundation,4.5,1000,70900,22,22,1
1373299,Clarins,Eye Creams & Treatments,4,100,2900,43,43,0
1375401,Tatcha,Blotting Papers,4.5,292,26000,12,12,0
1375450,Shiseido,Moisturizers,4.5,348,17800,82,82,0
1375583,Origins,Eye Creams & Treatments,4,159,8700,50,50,0
1375625,Origins,Eye Creams & Treatments,4,4000,114300,32,32,0
1375658,Origins,Exfoliators,4.5,437,16500,42,42,0
1375682,Origins,Face Wash & Cleansers,4.5,2000,79300,24,24,0
1375690,Origins,Face Serums,4,1000,78000,19,19,0
1375716,Origins,Face Serums,4.5,81,5100,63,63,0
1375823,Origins,Toners,4.5,297,14000,27,27,0
1375849,Origins,Eye Creams & Treatments,4,480,26000,42,42,0
1375864,Origins,Toners,4.5,317,12700,24,24,0
1375989,Origins,Toners,4,323,22400,24,24,0
1376086,Omorovicza,Face Wash & Cleansers,4,327,7200,110,110,0
1376250,Living Proof,Shampoo,4,407,17000,29,29,0
1376268,Living Proof,Conditioner,4,306,14900,29,29,0
1376300,Bumble and bumble,Conditioner,4,58,2700,34,34,0
1376318,Bumble and bumble,Hair Styling Products,4.5,751,19400,32,32,0
1377159,Viktor&Rolf,Perfume,4.5,4000,144700,165,165,0
1378025,philosophy,Perfume,4.5,420,2500,50,50,0
1378215,Fresh,Lip Balm & Treatment,4.5,2000,93100,26,26,0
1379635,First Aid Beauty,Lip Balm & Treatment,4,856,27900,12,12,0
1381565,Jack Black,Moisturizer & Treatments,4.5,48,4900,38,38,0
1381581,Jack Black,Hand Cream & Foot Cream,4.5,408,5700,46,46,0
1382787,L'Occitane,Bath & Body,4.5,130,22700,12,12,0
1382803,L'Occitane,Body Wash & Shower Gel,4.5,94,7800,39,39,0
1386895,Bobbi Brown,Eyeliner,4,126,5500,27,27,0
1388859,NARS,Makeup Removers,4.5,94,8400,25,25,0
1389048,SEPHORA COLLECTION,Lipstick,4,2000,127200,14,14,1
1389550,TOCCA,Bath & Shower,4.5,24,3200,18,18,0
1390079,CLINIQUE,Moisturizers,4.5,948,25600,39.5,39.5,0
1392679,philosophy,Makeup Removers,4.5,322,8500,23,23,0
1392943,Clarins,Face Oils,4.5,76,7100,60,60,0
1393073,SEPHORA COLLECTION,Nail,4.5,636,21300,10,10,1
1393628,tarte,Face Brushes,4.5,1000,75400,34,34,0
1393693,Urban Decay,Eyeliner,4.5,15000,397600,22,22,0
1394360,Origins,Face Serums,4.5,89,7400,15,15,0
1394519,CLINIQUE,Eyeliner,4,562,27000,19,19,0
1395243,Yves Saint Laurent,Lip Stain,4,2000,120700,37,37,0
1395482,Benefit Cosmetics,Makeup,4,313,17800,13,13,0
1395730,Versace,Perfume,4.5,274,14500,60,60,0
1396399,NARS,Tinted Moisturizer,4.5,2000,115400,45,45,0
1397462,philosophy,Lotions & Oils,3.5,51,6000,30,30,0
1399690,Lancôme,Eyelash Curlers,4,145,3600,23,23,0
1401280,Lancôme,Perfume,4.5,101,7000,65,65,0
1401330,NARS,Foundation,3,38,5600,6,6,0
1402999,Urban Decay,Eyeshadow,4.5,2000,361400,20,20,0
1404805,Clarins,Moisturizers,4,24,2000,86,86,0
1404961,Bobbi Brown,Moisturizers,4.5,24,2600,102,102,0
1405851,BALENCIAGA,Perfume,4.5,145,7000,117,117,0
1406586,Versace,Perfume,4.5,125,7200,95,95,0
1406602,TOCCA,Rollerballs & Travel Size,4,44,2200,27,27,0
1407980,Murad,Facial Peels,4.5,179,16400,59,59,0
1408145,Shiseido,Eye Creams & Treatments,3.5,371,12500,65,65,0
1408392,SEPHORA COLLECTION,Blemish & Acne Treatments,4,495,15200,23,23,1
1408400,SEPHORA COLLECTION,Blemish & Acne Treatments,3.5,513,13400,18,18,1
1410125,Gucci,Perfume,4.5,316,21700,80,80,1
1410661,BVLGARI,Perfume,4.5,181,8500,86,86,0
1410737,Narciso Rodriguez,Perfume,4.5,619,12400,58,58,0
1410901,CLINIQUE,Moisturizers,4,39,1900,66,66,0
1411172,CLINIQUE,Foundation,4,1000,37100,28.5,28.5,0
1411297,Pink Sugar,Rollerballs & Travel Size,3.5,28,0,20,20,0
1411578,HERMÈS,Perfume,4.5,3,284,111,111,0
1412212,Dr. Dennis Gross Skincare,For Body,4,106,3900,45,45,0
1412592,Hourglass,Face Primer,4.5,664,39800,65,65,0
1412808,Kate Somerville,Face Serums,3.5,121,6800,95,95,0
1415785,ALTERNA Haircare,Shampoo,4,747,26400,34,34,0
1416916,Josie Maran,Body Lotions & Body Oils,4.5,1000,62400,36,36,1
1417286,SEPHORA COLLECTION,Blotting Papers,4.5,134,11800,8,8,1
1417294,CLINIQUE,Moisturizers,4,57,3700,50,50,0
1417302,CLINIQUE,BB & CC Cream,4,756,12100,39.5,39.5,0
1417567,Acqua Di Parma,Perfume,4.5,26,2600,180,180,0
1417575,Acqua Di Parma,Perfume,4.5,44,2900,120,120,0
1417609,Acqua Di Parma,Perfume,4.5,79,2600,180,180,0
1417617,Acqua Di Parma,Perfume,4.5,23,2900,120,120,0
1417633,Acqua Di Parma,Perfume,4.5,16,1900,120,120,0
1418516,CHANEL,Cologne,4.5,7,1800,95,95,0
1418557,Fresh,Face Serums,3.5,101,6000,38,38,0
1418607,SUNDAY RILEY,Face Oils,4.5,461,49500,72,72,0
1419423,SEPHORA COLLECTION,Face Brushes,4.5,208,25000,32,32,1
1419456,SEPHORA COLLECTION,Face Brushes,4,239,11500,32,32,1
1419514,SEPHORA COLLECTION,Face Brushes,3,289,22500,28,28,1
1420223,Algenist,Face Sunscreen,4.5,422,21300,28,28,0
1420652,Hourglass,Makeup,4.5,27,1400,22,22,0
1422617,Dr. Jart+,BB & CC Cream,4,1000,25900,36,36,0
1423953,Omorovicza,Face Wash & Cleansers,4.5,57,4400,80,80,0
1423961,Omorovicza,Facial Cleansing Brushes,4.5,19,5600,15,15,0
1423979,Omorovicza,Face Masks,4.5,43,6200,120,120,0
1424001,Omorovicza,Moisturizers,4.5,22,2800,235,235,0
1424027,Omorovicza,Eye Creams & Treatments,4,16,1900,145,145,0
1424035,Omorovicza,Moisturizers,4.5,38,3500,140,140,0
1424043,Omorovicza,Moisturizers,4,22,1300,150,150,0
1424241,Caudalie,Face Serums,4.5,805,42400,49,49,0
1424266,Caudalie,Moisturizers,4,1000,50200,39,39,0
1425339,Bumble and bumble,Shampoo,4,156,6600,31,31,0
1425347,Bumble and bumble,Conditioner,4,91,4200,34,34,0
1425453,Chloé,Bath & Shower,4.5,56,6400,31,31,0
1425529,SEPHORA COLLECTION,False Eyelashes,4,315,37600,12,12,1
1425560,Kenzo,Cologne,4,1,145,63,63,0
1425727,Armani Beauty,Concealer,4.5,72,9000,40,40,0
1426170,Clarisonic Skincare,Facial Cleansing Brushes,4.5,788,64000,44,54,0
1426170,Clarisonic Skincare,Facial Cleansing Brushes,5,2,0,44,54,0
1426618,Fresh,Rollerballs & Travel Size,4,144,4800,25,25,0
1426717,CLINIQUE,Moisturizers,4,85,6600,39.5,39.5,0
1427533,Guerlain,Perfume,4,215,6000,100,100,0
1428739,Calvin Klein,Body Mist & Hair Mist,5,9,2600,20,20,0
1431436,REN Clean Skincare,Face Serums,4,122,11900,69,69,0
1432061,Bumble and bumble,Hair,3,31,4200,16,16,0
1433150,Comptoir Sud Pacifique,Perfume,4.5,92,6000,42,42,0
1433168,Comptoir Sud Pacifique,Perfume,4.5,178,6700,42,42,0
1433192,Comptoir Sud Pacifique,Perfume,4.5,175,6800,42,42,0
1433945,NARS,Eyeliner,3.5,274,8600,28,28,0
1434190,Caudalie,Mists & Essences,4.5,1000,93500,10,10,0
1434638,Smashbox,Eye Primer,4,448,22200,29,29,0
1436666,HERMÈS,Body Lotions & Body Oils,3.5,3,506,85,85,0
1436674,HERMÈS,Perfume,4,18,1600,168,168,0
1436682,HERMÈS,Perfume,5,3,539,168,168,0
1436773,HERMÈS,Perfume,5,36,3200,114,114,0
1436815,HERMÈS,Body Sprays & Deodorant,5,2,552,47,47,0
1437136,Armani Beauty,Body Sprays & Deodorant,4.5,15,1500,28,28,0
1438019,Bumble and bumble,Hair Oil,4.5,1000,63600,40,40,0
1438407,beautyblender,Brush Cleaners,4.5,3000,84400,16,16,0
1438761,CLINIQUE,Toners,4.5,7,629,31.5,31.5,0
1438779,CLINIQUE,Toners,4,6,658,31.5,31.5,0
1438787,CLINIQUE,Eye Creams & Treatments,3,374,13700,42,42,0
1439454,Hourglass,Lipstick,3.5,1000,54800,28,28,0
1440486,CLINIQUE,Mascara,3.5,474,6400,22,22,0
1441146,MAKE UP FOR EVER,Eyebrow,4.5,861,24700,23,23,1
1441211,MAKE UP FOR EVER,Eyebrow,4.5,27,8000,38,38,1
1441526,Armani Beauty,Foundation,4.5,199,22000,64,64,0
1442607,Givenchy,Mascara,4,632,11000,33,33,1
1444785,T3,Hair Accessories,4.5,21,5300,25,25,0
1445006,Hourglass,Face Brushes,3.5,36,4800,68,68,0
1445071,HERMÈS,Bath & Shower,5,4,544,79,79,0
1445634,Hourglass,Face Brushes,4,30,3600,56,56,0
1445899,Hourglass,Face Brushes,4.5,11,3300,38,38,0
1445907,Hourglass,Eye Brushes,5,36,5800,36,36,0
1445915,Hourglass,Eye Brushes,5,12,3600,32,32,0
1445923,Hourglass,Eye Brushes,4.5,11,3500,36,36,0
1446178,Peter Thomas Roth,Face Masks,4.5,1000,50900,52,52,0
1446426,philosophy,Body Lotions & Body Oils,4.5,98,7500,36,36,0
1446434,philosophy,Perfume,4,103,2100,50,50,0
1446822,philosophy,Face Wipes,4,327,16500,15,15,0
1447184,philosophy,Lotions & Oils,4.5,12,2300,40,40,0
1447192,philosophy,Bath & Shower,4.5,25,2800,27,27,0
1447416,TWEEZERMAN,Tweezers & Eyebrow Tools,4.5,207,14500,23,23,0
1447895,Atelier Cologne,Perfume,5,4,2000,80,80,1
1448422,SK-II,Sheet Masks,4.5,59,5700,170,170,0
1448463,SK-II,Sheet Masks,4.5,380,49600,139,170,0
1448562,SK-II,Face Oils,4.5,98,5100,70,70,0
1448596,SK-II,Face Wash & Cleansers,4,93,10200,75,75,0
1448612,SK-II,Mists & Essences,4,106,27100,99,99,0
1448653,SK-II,Moisturizers,4.5,57,1600,385,385,0
1448729,SK-II,Face Serums,1,1,589,325,325,0
1448745,Fresh,Face Oils,4.5,1000,51900,53,53,0
1449099,TOM FORD,Perfume,5,18,2400,240,240,0
1449115,TOM FORD,Perfume,4.5,32,5700,240,240,0
1449149,TOM FORD,Perfume,3.5,223,11400,240,240,0
1449172,TOM FORD,Lotions & Oils,4,43,3400,75,75,0
1449180,TOM FORD,Bath & Shower,3.5,12,1300,68,68,0
1449198,TOM FORD,Lotions & Oils,3,14,1400,70,70,1
1449206,TOM FORD,Bath & Shower,4,23,2100,38,38,0
1449214,TOM FORD,Perfume,4.5,29,4400,240,240,0
1449263,TOM FORD,Perfume,4.5,34,5600,240,240,0
1449289,TOM FORD,Perfume,4.5,132,18000,240,240,0
1449305,TOM FORD,Perfume,4,30,4000,240,240,0
1450881,Dr. Dennis Gross Skincare,Face Serums,4,297,28400,88,88,0
1450964,Dr. Dennis Gross Skincare,Skincare,4.5,209,20700,17,17,0
